restaurant_name,original_location,awards,top_tags,price_level,cuisines,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,excellent,food,service,atmosphere
Tast,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",Y,Y,7.0,4.0,197,2,4.0,4.0,4.0
Can Moyas,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish, Catalan",Y,Y,6.0,4.0,688,29,4.0,4.0,4.0
Iguana Chiringuito,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Bar, Mediterranean, European",€€-€€€,"European, Bar, Mediterranean, Spanish, Pub",N,N,7.0,3.5,121,10,3.5,4.0,4.0
Restaurante Pizzeria Casanova,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,"Italian, Pizza, Mediterranean, European",Y,N,7.0,3.0,364,6,3.5,3.5,3.0
Rincon de Galicia,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish",N,N,7.0,3.5,230,5,3.5,3.5,3.0
Cel Blau,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015","Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish, Catalan",Y,Y,7.0,4.0,625,32,4.0,4.0,4.0
La Posada del Trabuco,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Steakhouse, Mediterranean, Barbecue",€€-€€€,"Steakhouse, Mediterranean, Barbecue, European, Spanish",N,N,,3.5,106,17,4.0,4.0,4.5
La Mesa Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014","Mid-range, International, Mediterranean, European",€€-€€€,"Middle Eastern, Mediterranean, European, International",Y,Y,7.0,4.0,361,74,4.5,4.0,4.0
Ushuaia,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015","Mid-range, Steakhouse, Barbecue, Argentinian",€€-€€€,"Steakhouse, Barbecue, Argentinian",N,N,7.0,4.0,473,40,4.0,4.0,4.0
Olave Plaza,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Seafood, Mediterranean, Spanish",€€-€€€,"Seafood, Spanish, Mediterranean",N,N,6.0,3.5,147,4,3.5,3.0,3.0
Bocatas,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Cheap Eats, Mediterranean, Spanish",€,"Mediterranean, Spanish",N,N,,3.0,145,4,3.5,3.5,3.5
El Marítimo Castelldefels Restaurante,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish",N,N,7.0,3.5,203,13,3.5,3.5,3.5
Alaorilla,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Mediterranean, Spanish",€€-€€€,"Spanish, Mediterranean",N,N,6.0,2.5,103,0,2.5,2.5,2.5
Restaurant Soli,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",N,N,6.0,4.0,142,4,4.0,4.0,4.0
Sushi Chef,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Japanese, Sushi, Asian",€€-€€€,"Japanese, Sushi, Asian",N,N,7.0,4.0,107,4,4.0,4.0,4.0
Fosbury Cafe,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,,4.0,1020,45,4.0,4.0,4.0
Chiringuito Tibu-Ron,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",Certificate of Excellence 2015,"Mid-range, Bar, Mediterranean, Spanish",€€-€€€,"Bar, Mediterranean, Spanish",N,N,7.0,4.0,137,9,3.5,4.0,4.5
Tibu-Ron Beach Club,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Spanish, Vegetarian Friendly",€€-€€€,Spanish,N,N,,3.5,346,16,3.5,3.5,4.0
Chiringuito Carita Morena,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Bar, Mediterranean, European",€€-€€€,"Mediterranean, Bar, European, Pub, Fusion",N,N,,3.5,128,3,3.5,3.5,4.5
Dolce Vita,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Certificate of Excellence 2018, Certificate of Excellence 2016","Mid-range, American, Bar, Mediterranean",€€-€€€,"European, American, Bar, Mediterranean, Pub",N,N,7.0,4.0,104,8,4.0,4.0,4.5
La Cantineta de l'Alba,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",N,N,6.0,4.0,121,1,4.5,3.5,
Un posto al sole,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Certificate of Excellence 2018, Certificate of Excellence 2016","Mid-range, Italian, Pizza, Mediterranean",€€-€€€,"Italian, European, Pizza, Mediterranean",N,N,7.0,4.0,124,6,4.5,4.5,4.0
Para vos by Miravos,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Steakhouse, Mediterranean, European",€€-€€€,"Steakhouse, Argentinian, Mediterranean, European",N,N,7.0,3.5,174,2,3.5,3.5,3.5
De Aqui y de Alla,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Certificate of Excellence 2018, Certificate of Excellence 2016","Mid-range, Mediterranean, Barbecue, European",€€-€€€,"Mediterranean, Barbecue, European, Spanish",N,N,6.0,4.0,154,11,4.0,4.5,4.5
Pizzeria Montevideo Castelldefels,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Pizza, Grill, Vegetarian Friendly",€€-€€€,"Pizza, Grill",N,N,7.0,4.0,243,2,4.0,4.0,4.0
Restaurant Andalucia,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017","Mid-range, Spanish, Vegetarian Friendly",€€-€€€,Spanish,N,N,6.0,4.0,102,8,4.0,4.5,4.0
TasKa Restaurant & Tapas,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Mediterranean, Spanish, Contemporary",€€-€€€,"Mediterranean, Spanish, Contemporary, Fusion, Catalan",Y,Y,6.0,4.0,676,37,4.0,4.0,4.5
La Jijonenca Sirvent Verdú,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Certificate of Excellence 2017, Certificate of Excellence 2016","Cheap Eats, Dessert",€,,N,N,,4.0,104,11,4.5,4.5,4.0
Marisqueria Olave,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish",N,Y,7.0,3.5,381,11,4.0,4.0,3.5
Restaurante La Toja,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Seafood, International, European",€€-€€€,"Seafood, European, Spanish, International",Y,Y,7.0,4.0,403,37,4.0,4.0,4.0
El Txoko Bar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",N,Y,6.0,4.0,428,13,4.0,4.0,3.5
Chalo de Tapas,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Bar, Mediterranean, European",€€-€€€,"Bar, Mediterranean, European, Spanish",Y,N,6.0,4.0,415,26,4.0,4.5,4.0
Verde Luna,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Italian, Pizza, Vegetarian Friendly",€€-€€€,"Italian, Pizza",N,N,7.0,4.0,129,7,4.0,4.0,3.5
Punto UY,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Mediterranean",€€-€€€,Mediterranean,N,N,6.0,3.5,380,11,4.0,3.5,4.0
takua,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2016","Mid-range, Bar, Mediterranean, European",€€-€€€,"Bar, Mediterranean, European, South American, Central American",Y,N,7.0,4.0,148,8,4.0,3.5,4.0
Restaurante A + D,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Certificate of Excellence 2019, Certificate of Excellence 2016","Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",N,Y,7.0,4.0,114,1,4.0,4.0,4.0
Restaurante Cheche,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish, Healthy, Catalan",Y,Y,6.0,4.5,936,40,4.5,4.5,4.5
Maria Bonita Castelldefels,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish",N,N,,3.0,107,2,3.0,2.5,3.0
Rober's Castelldefels,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Cheap Eats, Bar, Fast food, Spanish",€,"Bar, Fast food, Spanish",N,N,,4.0,428,9,3.5,3.5,3.5
Restaurante Beach Club El Pendulo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Contemporary, Mediterranean, Spanish, European",N,N,7.0,3.5,141,2,3.5,3.5,3.5
Salta Violeta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Fusion",€€-€€€,Fusion,N,N,7.0,4.0,258,22,4.0,4.0,
LATITUD NORTE RESTAURANTE,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",Certificate of Excellence 2017,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,Y,6.0,4.0,167,5,4.0,4.0,4.5
Barracuda,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish",N,N,,3.0,256,8,3.5,3.5,4.0
Parrillada Pizzeria Todo Bien,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018","Mid-range, Steakhouse, Pizza, Barbecue",€€-€€€,"Pizza, Barbecue, Argentinian, Steakhouse",Y,Y,6.0,4.5,350,16,4.0,4.0,
UDON Ànec Blau,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",Certificate of Excellence 2018,"Mid-range, Japanese, Asian, Fusion",€€-€€€,"Japanese, Asian, Fusion",Y,Y,7.0,4.0,165,5,4.0,4.0,
Casanova Beach Club CBC,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",Certificate of Excellence 2016,"Mid-range, Cafe, Spanish, Vegetarian Friendly",€€-€€€,"Cafe, Spanish",Y,Y,7.0,3.5,769,25,4.0,3.5,4.5
Feten,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",Certificate of Excellence 2016,"Mid-range, Japanese, Sushi, European",€€-€€€,"Japanese, Sushi, European, Asian, Healthy",Y,Y,6.0,4.0,562,18,4.0,4.0,4.5
Sidral d'Eva,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",Y,N,6.0,4.0,118,2,4.5,4.5,
Sabors del Mar sea food Halal,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Seafood, Spanish, Vegetarian Friendly",€€-€€€,"Seafood, Spanish",N,N,6.0,3.5,146,13,4.5,4.5,
Rocxi Beach Restaurant & Tapas,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",Certificate of Excellence 2019,"Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish, Healthy, Catalan",Y,Y,7.0,4.0,545,20,4.0,4.0,
Frankfurt Nuovo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Cheap Eats, Cafe, Fast food, Spanish",€,"Fast food, Spanish, Cafe",Y,N,7.0,3.5,126,7,3.5,4.0,
Rayuela Resto and Grill,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Steakhouse, Latin, Barbecue",€€-€€€,"Steakhouse, Latin, Barbecue, Argentinian",N,Y,6.0,4.5,157,9,4.5,4.5,
La Canasta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant","Fine Dining, Seafood, Mediterranean, European",€€€€,"Seafood, Mediterranean, European, Spanish, Catalan",Y,Y,7.0,4.0,467,12,4.5,4.0,4.0
El Avión Castelldefels,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Mediterranean, Spanish, Gluten Free Options",€€-€€€,"Mediterranean, Spanish",N,Y,7.0,3.5,157,4,3.5,3.5,2.5
La Pampa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017, Certificate of Excellence 2015, Certificate of Excellence 2013","Mid-range, Steakhouse, Latin, Barbecue",€€-€€€,"Steakhouse, Latin, Barbecue, Argentinian",N,N,7.0,4.0,434,21,4.0,4.0,4.0
Restaurante Las Botas,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,6.0,4.0,550,20,4.0,4.5,4.0
Lloret,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,Y,6.0,4.0,146,2,4.0,4.0,3.5
Pizza Sur S.c.p.,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Pizza, Argentinian",€€-€€€,"Pizza, Argentinian",N,N,,3.0,128,4,3.0,3.5,3.0
Rincon de Lola SL.,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",N,N,6.0,3.0,331,2,3.0,3.0,3.5
Can Pere Marti,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castelldefels""]",,"Mid-range, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish",N,N,7.0,3.5,148,3,3.5,3.5,3.5
Exquisit,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,6.0,4.5,438,9,4.5,4.0,4.0
Asador Meson el Abuelo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Steakhouse, Mediterranean, Barbecue",€€-€€€,"Steakhouse, Mediterranean, Barbecue, Spanish",N,N,7.0,4.0,177,2,4.5,4.0,3.5
Kan Bakus,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]","Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Japanese, International, Sushi",€€-€€€,"Japanese, Sushi, Asian, International, Fusion",Y,Y,5.0,4.5,119,1,4.5,4.5,4.5
El Rovell de l'Ou,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]","Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",N,N,6.0,4.0,169,6,4.0,3.5,3.5
El jardi,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,7.0,4.5,273,4,4.5,4.0,4.0
El Mirall,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,Y,5.0,4.5,112,1,4.5,4.0,3.5
Oro di Napoli,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]","Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Italian, Pizza, Mediterranean",€€-€€€,"Italian, Pizza, Mediterranean, European",Y,N,,4.0,198,8,4.5,4.0,4.0
Munich Pizzeria Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]",,"Mid-range, Pizza, Mediterranean, Spanish",€€-€€€,"Pizza, Mediterranean, Spanish, Diner",Y,N,6.0,3.5,118,4,4.0,4.0,4.0
Somiatruites,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]","Travellers' Choice, Michelin 2021 for Bib Gourmand: good quality, good value cooking, Michelin 2021 for Simple restaurant","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,7.0,4.0,548,12,4.5,4.0,4.0
Cubics Restauració,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]","Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Contemporary",€€-€€€,"Mediterranean, European, Contemporary, Catalan",Y,Y,7.0,4.5,105,9,4.5,4.5,
Bindu,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]","Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Healthy",€€-€€€,"Healthy, Mediterranean, European",Y,Y,4.0,4.5,109,3,4.5,4.5,4.5
El Caprici,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, Spanish, European",Y,N,,4.5,122,72,4.5,4.5,
Reco del Traginer,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Igualada""]",,"Mid-range, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish",N,N,6.0,3.5,160,1,4.0,4.0,3.5
Diversus Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Boi de Llobregat""]",,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,"Pizza, Mediterranean, Italian, European, Spanish",Y,Y,7.0,4.0,630,11,4.5,4.5,4.0
Marimorena,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Boi de Llobregat""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, Healthy, Vegetarian Friendly",€€-€€€,"Mediterranean, Healthy",Y,Y,5.0,4.5,494,4,4.5,4.5,4.5
Braseria Nicasio Carnes Goumets,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Boi de Llobregat""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Steakhouse, Mediterranean, Barbecue",€€-€€€,"Barbecue, Steakhouse, Mediterranean, Spanish",N,Y,6.0,4.5,249,2,5.0,4.5,4.5
LaLola,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Boi de Llobregat""]","Travellers' Choice, Certificate of Excellence 2020","Mid-range, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish",N,N,5.0,4.0,114,52,4.5,4.0,4.5
El Fogon de Sant Boi,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Boi de Llobregat""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Pizza, Mediterranean, Grill",€€-€€€,"Pizza, Mediterranean, Grill",N,N,7.0,4.0,251,3,4.0,4.0,3.5
Bavi Bistro,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Boi de Llobregat""]","Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, Contemporary, European",N,N,6.0,4.0,111,4,4.5,4.0,
Duff,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Boi de Llobregat""]","Certificate of Excellence 2017, Certificate of Excellence 2016","Cheap Eats, American, Bar, Spanish",€,"American, Bar, Spanish, Gastropub",N,Y,5.0,4.0,101,4,4.5,4.0,4.5
Restaurante Cal Vitus,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Boi de Llobregat""]","Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, Spanish, Fusion",€€-€€€,"Mediterranean, Spanish, Fusion",N,Y,5.0,4.5,114,0,4.0,4.0,4.5
Blanc&Negre,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Boi de Llobregat""]",Certificate of Excellence 2016,Mid-range,€€-€€€,,N,N,7.0,4.0,107,6,4.5,4.0,
Pizzeria Carlos,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Boi de Llobregat""]",,"Cheap Eats, Italian, Pizza",€,"Italian, Pizza",N,N,7.0,3.0,119,30,3.5,3.0,
El Pou De La Beleta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Boi de Llobregat""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, Spanish, Catalan",€€-€€€,"Mediterranean, Spanish, Catalan",Y,Y,6.0,4.5,205,1,4.5,4.5,
Coquus Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Boi de Llobregat""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, International, Mediterranean, Barbecue",€€-€€€,"International, Barbecue, Mediterranean, Spanish",N,N,6.0,4.5,110,63,4.5,4.5,
